price,country_Australia,points,country_Austria,country_Portugal,country_US,taster_name_Alexander Peartree,taster_name_Matt Kettmann,taster_name_Michael Schachner,taster_name_Paul Gregutt
19.0,0,87,0,0,0,0,0,1,0
28.0,0,87,0,0,1,0,0,0,0
14.0,0,87,0,0,1,0,0,0,1
56.0,0,87,0,0,0,0,0,0,0
24.0,0,87,0,0,1,0,0,0,0
7.0,0,87,0,0,0,0,0,0,0
30.0,0,87,0,0,0,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
20.0,0,87,0,0,0,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
40.0,0,87,0,0,1,0,0,0,0
28.0,0,87,0,0,1,0,0,0,0
15.0,0,86,0,0,0,0,0,0,0
18.0,0,86,0,0,0,0,0,1,0
20.0,0,86,0,0,0,0,0,0,0
22.0,0,86,0,0,0,0,0,0,0
16.0,0,86,0,0,0,0,0,0,0
18.0,0,86,0,0,0,0,0,0,0
35.0,0,86,0,0,0,0,0,1,0
12.0,0,86,0,0,0,0,0,0,0
11.0,0,86,0,0,1,0,0,0,0
15.0,0,86,0,0,0,0,0,0,0
18.0,0,86,0,0,0,0,0,1,0
16.0,0,86,0,0,1,0,0,0,0
34.0,0,86,0,0,1,0,0,0,0
40.0,0,86,0,0,1,0,0,0,0
15.0,0,86,0,0,0,0,0,1,0
19.0,0,86,0,0,0,0,0,0,0
18.0,0,86,0,0,0,0,0,0,0
42.0,0,86,0,0,0,0,0,0,0
15.0,0,86,0,0,0,0,0,0,0
35.0,0,83,0,0,0,0,0,1,0
16.0,0,83,0,0,0,0,0,0,0
11.0,0,82,0,0,0,0,0,0,0
13.0,0,82,0,0,0,0,0,1,0
18.0,0,82,0,0,0,0,0,0,0
48.0,0,82,0,0,1,0,0,0,0
11.0,0,82,0,0,0,0,0,1,0
20.0,0,81,0,0,0,0,0,1,0
19.0,0,80,0,0,0,0,0,1,0
350.0,1,100,0,0,0,0,0,0,0
350.0,1,98,0,0,0,0,0,0,0
775.0,0,97,0,0,0,0,0,0,0
100.0,1,97,0,0,0,0,0,0,0
225.0,1,97,0,0,0,0,0,0,0
150.0,0,97,0,0,0,0,0,0,0
320.0,0,96,0,0,0,0,0,0,0
68.0,0,96,0,0,1,0,0,0,0
630.0,0,96,0,0,0,0,0,0,0
365.0,0,96,0,0,0,0,0,0,0
68.0,0,96,0,0,1,0,0,0,0
85.0,1,95,0,0,0,0,0,0,0
350.0,0,95,0,0,0,0,0,0,0
66.0,0,95,0,0,0,0,0,0,0
110.0,0,95,0,0,0,0,0,0,0
125.0,1,95,0,0,0,0,0,0,0
60.0,0,95,0,0,0,0,0,0,0
200.0,0,95,0,0,1,0,0,0,0
380.0,0,95,0,0,0,0,0,0,0
48.0,0,95,0,0,1,0,0,0,1
60.0,1,95,0,0,0,0,0,0,0
21.0,0,88,0,0,0,0,0,0,0
10.0,0,88,0,0,0,0,0,1,0
11.0,0,88,0,0,0,0,0,0,0
21.0,0,88,0,0,0,0,0,0,0
160.0,0,88,0,0,1,0,0,0,0
23.0,0,88,0,0,0,0,0,0,0
10.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
19.0,0,88,0,0,1,0,0,0,0
40.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
12.0,0,88,0,0,0,0,0,1,0
11.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,1,0
9.0,0,88,0,0,0,0,0,0,0
30.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,1,0,0,0,0
34.0,0,88,0,0,1,0,0,0,0
17.0,0,88,0,0,1,0,0,0,0
25.0,0,88,0,0,1,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
12.0,0,88,0,0,0,0,0,1,0
14.0,0,88,0,0,0,0,0,1,0
12.0,0,87,0,0,1,0,0,0,0
11.0,0,87,0,0,0,0,0,1,0
12.0,0,87,0,0,0,0,0,1,0
16.0,0,85,0,0,1,0,0,0,0
15.0,0,85,0,0,0,0,0,1,0
13.0,0,85,0,0,0,0,0,1,0
24.0,0,85,0,0,0,0,0,0,0
13.0,0,85,0,0,0,0,0,0,0
19.0,0,85,0,0,0,0,0,0,0
11.0,0,85,0,0,0,0,0,1,0
15.0,0,85,0,0,1,0,0,0,0
45.0,0,85,0,0,1,0,0,0,0
19.0,0,85,0,0,0,0,0,0,0
30.0,0,85,0,0,0,0,0,0,0
14.0,0,85,0,0,0,0,0,1,0
15.0,0,85,0,0,0,0,0,0,0
20.0,0,85,0,0,1,0,0,0,0
20.0,0,85,0,0,1,0,0,0,0
12.0,0,85,0,0,1,0,0,0,0
20.0,0,85,0,0,0,0,0,0,0
13.0,0,85,0,0,0,0,0,0,0
16.0,0,85,0,0,0,0,0,0,0
14.0,0,85,0,0,1,0,0,0,0
14.0,0,85,0,0,0,0,0,0,0
20.0,0,89,0,0,0,0,0,0,0
30.0,0,89,0,0,1,0,0,0,0
20.0,0,89,0,0,1,0,0,0,0
23.0,0,89,1,0,0,0,0,0,0
30.0,0,89,0,0,1,0,0,0,0
18.0,0,89,0,0,1,0,0,0,0
18.0,0,89,0,0,0,0,0,1,0
35.0,0,89,0,0,1,0,0,0,0
17.0,0,89,1,0,0,0,0,0,0
42.0,0,89,0,0,1,0,0,0,0
30.0,0,89,0,0,1,0,1,0,0
24.0,0,89,0,0,1,0,1,0,0
16.0,0,89,0,0,1,0,0,0,0
27.0,0,89,0,0,1,0,0,0,0
89.0,0,89,0,0,0,0,0,0,0
15.0,0,89,0,0,0,0,0,0,0
54.0,0,89,0,0,1,0,0,0,0
15.0,0,89,0,0,0,0,0,1,0
42.0,0,89,0,0,0,0,0,1,0
38.0,0,89,0,0,1,0,0,0,0
12.0,0,89,1,0,0,0,0,0,0
35.0,0,89,0,0,1,0,0,0,0
32.0,0,88,0,0,1,0,0,0,0
12.0,0,88,1,0,0,0,0,0,0
28.0,0,88,0,0,0,0,0,0,0
20.0,0,88,0,0,1,0,1,0,0
14.0,0,88,0,0,0,0,0,0,0
19.0,0,88,0,0,0,0,0,0,0
39.0,0,92,0,0,0,0,0,0,0
35.0,0,92,0,0,0,0,0,0,0
69.0,0,92,0,0,0,0,0,0,0
30.0,0,92,0,0,0,0,0,0,0
40.0,0,92,0,0,1,0,0,0,0
23.0,0,92,0,0,1,0,0,0,0
45.0,0,92,0,0,1,0,0,0,0
50.0,0,92,0,0,0,0,0,0,0
100.0,0,92,0,0,0,0,0,0,0
50.0,0,92,0,0,1,0,0,0,1
29.0,0,92,0,0,1,0,0,0,1
66.0,0,92,0,0,0,0,0,0,0
60.0,0,92,0,0,0,0,0,0,0
115.0,0,92,0,0,0,0,0,0,0
69.0,0,92,0,0,0,0,0,0,0
65.0,0,92,0,0,1,0,0,0,1
42.0,0,92,0,0,0,0,0,0,0
27.0,0,92,0,0,0,0,0,0,0
70.0,0,92,0,0,0,0,0,0,0
73.0,0,92,0,0,0,0,0,0,0
72.0,0,92,0,0,0,0,0,0,0
34.0,0,92,0,1,0,0,0,0,0
130.0,0,92,0,0,1,0,0,0,0
88.0,0,92,0,0,1,0,0,0,0
65.0,0,92,0,0,0,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
45.0,0,87,0,0,1,0,0,0,1
18.0,0,87,0,0,0,0,0,0,0
60.0,0,87,0,0,1,0,0,0,0
12.0,0,87,0,0,0,0,0,0,0
12.0,0,87,0,0,0,0,0,0,0
13.0,0,87,0,0,0,0,0,0,0
13.0,0,87,0,0,1,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
13.0,0,87,0,0,0,0,0,0,0
19.0,0,87,0,0,0,0,0,1,0
18.0,0,87,1,0,0,0,0,0,0
30.0,0,87,0,0,1,0,0,0,1
35.0,0,87,0,0,1,0,0,0,1
12.0,0,87,0,0,1,0,0,0,0
18.0,0,87,0,0,1,0,0,0,0
25.0,0,87,0,0,0,0,0,1,0
30.0,0,87,0,0,1,0,0,0,0
17.0,0,87,0,0,1,0,0,0,0
20.0,0,87,0,0,0,0,0,0,0
11.0,0,87,0,0,0,0,0,1,0
15.0,0,87,0,0,1,0,0,0,0
18.0,0,87,1,0,0,0,0,0,0
19.0,0,87,0,0,1,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
16.0,0,87,0,0,0,0,0,1,0
12.0,0,87,0,0,0,0,0,0,0
28.0,0,87,0,0,1,0,0,0,1
28.0,0,87,0,0,1,0,0,0,1
65.0,0,91,0,0,1,0,0,0,0
48.0,0,91,0,0,1,0,1,0,0
70.0,0,91,0,0,0,0,0,0,0
59.0,0,91,0,0,0,0,0,0,0
90.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,0,0,0,1,0
75.0,0,91,0,0,1,0,0,0,0
55.0,0,91,0,0,1,0,0,0,0
55.0,0,91,0,0,1,0,0,0,0
60.0,0,91,0,0,0,0,0,0,0
36.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,1,0,1,0,0
35.0,0,91,0,0,1,0,1,0,0
55.0,0,91,0,0,1,0,0,0,1
65.0,0,91,0,0,1,0,0,0,1
35.0,0,91,0,0,1,0,0,0,0
49.0,0,91,0,0,1,0,1,0,0
55.0,0,91,0,0,1,0,0,0,1
30.0,0,91,0,0,0,0,0,0,0
42.0,0,91,0,0,0,0,0,0,0
45.0,0,91,0,0,1,0,0,0,0
24.0,0,91,0,0,0,0,0,1,0
50.0,0,91,0,0,1,0,0,0,1
50.0,0,91,0,0,1,0,0,0,1
50.0,0,91,0,0,1,0,0,0,1
38.0,0,91,0,0,1,0,1,0,0
22.0,0,91,0,0,0,0,0,0,0
50.0,0,91,0,0,1,0,0,0,0
110.0,0,91,0,0,1,0,0,0,0
45.0,0,91,0,0,1,0,0,0,1
42.0,0,93,0,0,1,0,1,0,0
60.0,0,93,0,0,1,0,1,0,0
42.0,0,93,0,0,1,0,1,0,0
30.0,0,93,0,0,0,0,0,0,0
75.0,0,93,0,0,1,0,0,0,0
54.0,0,93,0,0,1,0,1,0,0
85.0,0,93,0,0,1,0,0,0,0
50.0,0,93,0,0,1,0,0,0,0
150.0,0,93,0,0,1,0,1,0,0
85.0,0,93,0,0,1,0,0,0,0
90.0,0,93,0,0,0,0,0,0,0
35.0,0,93,0,0,1,0,0,0,0
46.0,0,93,0,0,1,0,0,0,0
20.0,0,93,0,0,0,0,0,0,0
42.0,0,93,0,0,0,0,0,1,0
40.0,0,93,0,0,0,0,0,0,0
75.0,0,93,0,0,1,0,0,0,0
88.0,0,93,0,0,0,0,0,1,0
40.0,0,93,0,0,1,0,1,0,0
25.0,0,93,0,0,1,0,0,0,0
48.0,0,93,0,0,1,0,0,0,0
45.0,0,93,0,0,1,0,0,0,0
50.0,0,93,0,0,1,0,0,0,0
65.0,0,93,0,0,1,0,0,0,0
48.0,0,93,0,0,1,0,1,0,0
62.0,0,93,0,0,1,0,1,0,0
100.0,0,93,0,0,1,0,1,0,0
53.0,0,93,0,0,1,0,0,0,0
55.0,0,93,0,0,0,0,0,1,0
70.0,0,93,0,0,1,0,0,0,0
38.0,0,89,0,0,1,0,0,0,0
50.0,0,89,0,0,1,0,0,0,0
25.0,0,89,0,0,1,0,0,0,0
15.0,0,89,0,0,0,0,0,0,0
14.0,0,89,0,0,0,0,0,0,0
11.0,0,89,0,0,0,0,0,0,0
14.0,0,89,0,0,0,0,0,0,0
37.0,0,89,0,0,0,0,0,0,0
17.0,0,89,0,0,1,0,0,0,0
15.0,0,89,0,0,0,0,0,0,0
13.0,0,89,0,0,1,0,0,0,0
18.0,0,89,0,0,1,0,0,0,0
26.0,0,89,0,0,1,0,0,0,0
18.0,0,89,0,0,1,0,0,0,0
32.0,0,89,0,0,1,0,1,0,0
18.0,0,89,1,0,0,0,0,0,0
25.0,0,89,0,0,1,0,0,0,0
18.0,0,89,1,0,0,0,0,0,0
20.0,0,89,1,0,0,0,0,0,0
18.0,0,89,0,0,1,0,0,0,0
17.0,0,89,0,0,1,0,1,0,0
13.0,0,89,1,0,0,0,0,0,0
41.0,0,89,0,0,1,0,0,0,0
16.0,0,89,1,0,0,0,0,0,0
20.0,0,89,0,0,0,0,0,0,0
30.0,0,89,0,0,1,0,0,0,0
13.0,0,89,0,0,0,0,0,0,0
24.0,0,89,1,0,0,0,0,0,0
36.0,0,89,0,0,1,0,1,0,0
20.0,0,87,0,0,1,0,0,0,0
19.0,0,87,0,0,0,0,0,0,0
15.0,0,87,0,0,0,0,0,1,0
69.0,0,87,0,0,1,0,0,0,0
36.0,0,87,0,0,1,0,0,0,0
35.0,0,87,0,0,0,0,0,1,0
30.0,0,87,0,0,0,0,0,1,0
25.0,0,87,0,0,1,0,0,0,0
25.0,0,87,0,0,1,0,0,0,0
15.0,0,87,0,1,0,0,0,0,0
20.0,0,87,0,0,1,0,0,0,1
17.0,0,87,0,0,1,0,0,0,0
54.0,0,87,0,0,1,0,0,0,0
40.0,0,87,0,0,1,0,0,0,0
12.0,0,87,0,1,0,0,0,0,0
19.0,0,87,0,0,0,0,0,0,0
11.0,0,87,0,0,0,0,0,1,0
45.0,0,87,0,0,1,0,0,0,0
25.0,0,87,0,0,0,0,0,0,0
35.0,0,87,0,0,1,0,0,0,0
16.0,0,87,0,0,0,0,0,0,0
20.0,0,87,0,0,0,0,0,0,0
28.0,0,87,0,0,1,0,0,0,0
25.0,0,87,0,0,1,0,0,0,0
28.0,0,87,0,0,1,0,0,0,0
20.0,0,87,0,0,1,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
23.0,0,87,0,0,0,0,0,0,0
19.0,0,87,0,0,0,0,0,0,0
35.0,1,92,0,0,0,0,0,0,0
75.0,0,92,0,0,1,0,0,0,0
48.0,0,92,0,0,1,0,0,0,1
54.0,0,92,0,0,0,0,0,0,0
34.0,0,92,0,0,0,0,0,0,0
60.0,1,92,0,0,0,0,0,0,0
48.0,0,92,0,0,1,0,0,0,0
28.0,0,92,0,0,0,0,0,1,0
125.0,1,92,0,0,0,0,0,0,0
45.0,0,92,0,0,0,0,0,0,0
36.0,0,92,0,0,0,0,0,0,0
30.0,0,92,0,0,0,0,0,0,0
37.0,0,92,0,0,1,0,1,0,0
25.0,0,92,0,0,1,0,0,0,0
30.0,0,92,0,1,0,0,0,0,0
60.0,0,92,0,0,1,0,0,0,0
40.0,0,92,0,0,1,0,1,0,0
50.0,0,92,0,0,1,0,0,0,1
23.0,0,92,0,1,0,0,0,0,0
80.0,0,92,0,1,0,0,0,0,0
34.0,0,92,0,0,0,0,0,0,0
75.0,0,92,0,0,1,0,0,0,0
24.0,0,92,0,0,0,0,0,0,0
39.0,0,92,0,0,0,0,0,0,0
21.0,1,92,0,0,0,0,0,0,0
35.0,0,92,0,0,1,0,1,0,0
43.0,0,92,0,0,0,0,0,0,0
30.0,0,92,0,0,1,0,0,0,0
70.0,0,92,0,0,1,0,0,0,1
50.0,0,92,0,0,0,0,0,0,0
40.0,0,90,0,0,1,0,0,0,0
45.0,0,90,0,0,1,0,0,0,0
80.0,0,90,0,0,1,0,0,0,0
15.0,0,90,0,0,1,0,0,0,0
65.0,0,90,0,0,0,0,0,0,0
