price,country_Australia,points,country_Austria,country_Portugal,country_US,taster_name_Alexander Peartree,taster_name_Matt Kettmann,taster_name_Michael Schachner,taster_name_Paul Gregutt
29.0,0,90,0,0,0,0,0,0,0
105.0,0,90,0,0,0,0,0,0,0
36.0,0,90,0,0,1,0,0,0,0
17.0,0,90,0,0,1,0,0,0,0
85.0,0,90,0,0,1,0,0,0,1
30.0,0,90,0,0,0,0,0,0,0
34.0,0,90,0,0,1,0,0,0,0
22.0,0,90,0,0,1,0,1,0,0
52.0,0,90,0,0,0,0,0,0,0
25.0,0,90,0,0,1,0,0,0,0
17.0,0,90,0,0,0,0,0,0,0
39.0,0,90,0,0,1,0,0,0,0
28.0,0,90,0,0,0,0,0,1,0
22.0,0,90,0,0,0,0,0,1,0
16.0,1,90,0,0,0,0,0,0,0
14.0,0,90,0,0,1,0,0,0,0
22.0,0,90,0,0,0,0,0,1,0
26.0,0,90,0,1,0,0,0,0,0
23.0,0,90,0,1,0,0,0,0,0
28.0,0,90,0,1,0,0,0,0,0
26.0,0,90,0,0,1,0,0,0,1
23.0,0,90,0,0,1,0,0,0,1
75.0,0,90,0,0,0,0,0,1,0
35.0,0,90,0,0,1,0,0,0,0
120.0,0,90,0,0,0,0,0,0,0
78.0,0,90,0,0,0,0,0,1,0
17.0,1,90,0,0,0,0,0,0,0
60.0,0,90,0,0,1,0,0,0,0
35.0,0,90,0,0,0,0,0,0,0
25.0,0,83,0,0,1,0,0,0,0
13.0,0,83,0,0,0,0,0,0,0
24.0,0,82,0,0,1,0,0,0,0
10.0,0,82,0,0,1,0,0,0,0
15.0,0,82,1,0,0,0,0,0,0
10.0,0,82,0,0,0,0,0,1,0
17.0,0,82,0,0,1,0,0,0,0
15.0,0,82,0,0,1,0,0,0,0
18.0,0,82,0,0,1,0,0,0,0
28.0,0,82,0,0,0,0,0,0,0
35.0,0,82,0,0,1,0,0,0,0
25.0,0,82,0,0,1,0,0,0,0
9.0,0,82,0,0,0,0,0,1,0
35.0,0,82,0,0,1,0,0,0,0
12.0,0,81,0,0,0,0,0,1,0
11.0,0,81,0,0,1,0,0,0,0
12.0,0,80,0,0,0,0,0,1,0
8.0,0,80,0,0,0,0,0,1,0
30.0,0,80,0,0,1,0,0,0,0
20.0,0,80,0,0,1,0,0,0,0
235.0,0,99,0,0,0,0,0,0,0
175.0,0,97,0,0,1,0,0,0,0
325.0,0,97,0,0,0,0,0,0,0
17.0,0,87,0,0,1,0,0,0,1
19.0,0,87,0,0,1,0,0,0,1
42.0,1,87,0,0,0,0,0,0,0
33.0,0,87,0,0,0,0,0,0,0
20.0,0,87,0,0,1,0,0,0,0
16.0,0,87,0,0,1,0,0,0,0
15.0,0,87,0,0,0,0,0,1,0
48.0,0,87,0,1,0,0,0,0,0
14.0,0,87,0,0,0,0,0,1,0
23.0,0,87,0,0,1,0,0,0,0
30.0,0,87,0,0,0,0,0,0,0
14.0,0,87,0,1,0,0,0,0,0
17.0,0,87,0,0,0,0,0,0,0
35.0,0,87,0,0,0,0,0,0,0
20.0,0,87,0,0,0,0,0,0,0
13.0,0,87,0,0,0,0,0,0,0
20.0,0,87,0,0,0,0,0,0,0
30.0,0,87,0,0,0,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
25.0,0,87,0,0,1,0,0,0,1
22.0,0,87,0,0,1,0,0,0,0
19.0,0,87,0,1,0,0,0,0,0
19.0,0,87,0,1,0,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
25.0,0,87,0,0,0,0,0,1,0
19.0,0,87,0,0,0,0,0,1,0
20.0,0,87,0,0,1,0,0,0,1
28.0,0,87,0,0,1,0,0,0,0
35.0,0,87,0,0,1,0,0,0,1
17.0,0,87,0,0,1,0,1,0,0
28.0,0,91,0,0,0,0,0,0,0
48.0,0,91,0,0,0,0,0,0,0
64.0,0,91,0,0,1,0,0,0,0
32.0,0,91,1,0,0,0,0,0,0
55.0,0,91,0,0,0,0,0,1,0
143.0,0,91,0,0,0,0,0,1,0
27.0,0,91,1,0,0,0,0,0,0
27.0,0,91,0,0,1,0,0,0,0
14.0,0,91,0,0,0,0,0,0,0
30.0,0,91,0,0,1,0,0,0,1
23.0,0,91,0,0,1,0,0,0,0
31.0,0,91,0,0,1,0,0,0,1
150.0,0,91,0,0,0,0,0,0,0
46.0,0,91,1,0,0,0,0,0,0
45.0,0,91,0,0,1,0,0,0,1
19.0,0,91,0,0,1,0,0,0,1
23.0,0,91,0,0,1,0,0,0,0
40.0,0,91,0,0,1,0,0,0,0
70.0,0,91,0,0,1,0,0,0,0
32.0,0,91,0,0,0,0,0,0,0
60.0,0,91,0,0,1,0,0,0,0
15.0,0,91,0,0,0,0,0,1,0
65.0,0,91,0,0,1,0,0,0,1
23.0,0,91,1,0,0,0,0,0,0
60.0,0,91,0,0,0,0,0,0,0
23.0,0,91,0,0,0,0,0,0,0
44.0,0,91,1,0,0,0,0,0,0
20.0,1,91,0,0,0,0,0,0,0
35.0,0,91,0,0,1,0,0,0,0
45.0,0,91,0,0,1,0,0,0,0
60.0,0,91,0,0,1,0,0,0,0
38.0,0,91,0,0,0,0,0,1,0
25.0,0,91,0,0,1,0,0,0,1
62.0,0,91,0,0,0,0,0,0,0
40.0,0,91,0,0,1,0,0,0,1
40.0,0,91,0,0,1,0,0,0,1
29.0,0,91,0,0,0,0,0,0,0
24.0,0,91,0,0,1,0,0,0,0
33.0,0,91,0,0,0,0,0,0,0
35.0,0,91,1,0,0,0,0,0,0
21.0,1,91,0,0,0,0,0,0,0
70.0,0,91,0,0,0,0,0,1,0
40.0,1,91,0,0,0,0,0,0,0
24.0,0,91,0,0,1,0,0,0,0
37.0,0,91,0,0,0,0,0,0,0
35.0,0,91,0,0,0,0,0,0,0
28.0,0,91,0,0,0,0,0,0,0
138.0,0,91,0,0,0,0,0,1,0
25.0,1,91,0,0,0,0,0,0,0
28.0,0,91,0,0,1,0,0,0,0
50.0,0,91,0,0,1,0,0,0,0
30.0,0,91,0,0,1,0,1,0,0
57.0,0,91,0,0,1,0,0,0,0
30.0,0,91,0,0,1,0,0,0,0
25.0,0,91,1,0,0,0,0,0,0
66.0,0,91,0,0,1,0,0,0,0
25.0,0,91,0,0,1,0,0,0,0
23.0,0,91,0,0,0,0,0,0,0
40.0,0,91,0,0,0,0,0,0,0
24.0,0,91,1,0,0,0,0,0,0
18.0,0,91,0,0,1,0,0,0,0
68.0,0,91,0,0,0,0,0,0,0
33.0,0,91,0,0,0,0,0,0,0
26.0,0,91,0,0,0,0,0,0,0
38.0,0,91,0,0,1,0,1,0,0
44.0,0,91,0,0,0,0,0,0,0
25.0,0,91,0,0,0,0,0,0,0
29.0,0,91,0,0,0,0,0,0,0
15.0,0,91,1,0,0,0,0,0,0
25.0,0,91,0,0,0,0,0,0,0
30.0,0,91,0,0,1,0,1,0,0
30.0,0,91,0,0,1,0,0,0,0
28.0,0,91,0,0,1,0,1,0,0
38.0,0,91,0,0,1,0,1,0,0
32.0,0,91,0,0,1,0,1,0,0
18.0,0,91,1,0,0,0,0,0,0
30.0,0,91,0,0,0,0,0,0,0
20.0,0,91,1,0,0,0,0,0,0
32.0,0,88,0,0,0,0,0,1,0
12.0,0,88,0,0,0,0,0,1,0
65.0,0,88,0,0,1,0,0,0,0
16.0,0,88,0,0,1,0,0,0,0
17.0,0,88,0,0,1,0,0,0,0
22.0,0,88,0,0,1,0,0,0,0
21.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,1,0,0,0,0
52.0,0,88,0,0,1,0,0,0,0
28.0,0,88,0,0,1,0,0,0,0
22.0,0,88,0,0,1,0,0,0,0
37.0,0,88,1,0,0,0,0,0,0
20.0,0,88,0,0,0,0,0,0,0
17.0,0,88,0,0,0,0,0,0,0
21.0,0,88,0,0,1,0,1,0,0
32.0,0,88,0,0,0,0,0,1,0
28.0,0,88,0,0,1,0,0,0,0
20.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,1,0,1,0,0
45.0,0,88,0,0,1,0,0,0,0
79.0,0,88,0,0,1,0,0,0,0
17.0,0,88,0,0,0,0,0,1,0
35.0,0,88,0,0,1,0,0,0,0
20.0,0,88,0,0,1,0,1,0,0
14.0,0,88,1,0,0,0,0,0,0
20.0,0,88,0,0,1,0,0,0,0
30.0,0,88,0,0,1,0,0,0,0
36.0,0,88,0,0,0,0,0,0,0
46.0,0,92,0,0,1,0,1,0,0
29.0,0,92,0,0,1,0,0,0,0
34.0,0,92,0,0,1,0,1,0,0
34.0,0,92,1,0,0,0,0,0,0
39.0,0,92,1,0,0,0,0,0,0
75.0,0,92,1,0,0,0,0,0,0
30.0,0,92,1,0,0,0,0,0,0
50.0,0,92,0,0,1,0,1,0,0
43.0,0,92,1,0,0,0,0,0,0
66.0,0,92,1,0,0,0,0,0,0
78.0,0,92,1,0,0,0,0,0,0
65.0,0,92,0,0,0,0,0,0,1
75.0,0,92,0,0,0,0,0,0,0
20.0,0,92,0,0,1,0,1,0,0
25.0,0,92,0,0,1,0,1,0,0
25.0,1,92,0,0,0,0,0,0,0
50.0,1,92,0,0,0,0,0,0,0
28.0,0,92,0,0,1,0,0,0,0
55.0,0,92,0,0,1,0,1,0,0
60.0,0,92,0,0,0,0,0,0,1
36.0,0,92,1,0,0,0,0,0,0
60.0,0,92,0,0,1,0,0,0,0
56.0,0,92,0,0,0,0,0,0,0
88.0,0,92,0,0,1,0,0,0,0
48.0,0,92,1,0,0,0,0,0,0
40.0,0,92,1,0,0,0,0,0,0
20.0,0,90,0,0,1,0,0,0,0
40.0,0,90,0,0,1,0,0,0,0
30.0,0,90,0,0,1,0,0,0,0
42.0,0,90,0,0,1,0,0,0,0
45.0,0,90,0,0,1,0,0,0,0
52.0,0,90,0,0,1,0,0,0,0
32.0,0,90,0,0,1,0,0,0,0
20.0,0,90,0,0,1,0,0,0,0
22.0,0,90,0,0,1,0,0,0,0
26.0,0,90,0,0,0,0,0,1,0
23.0,0,90,0,0,1,0,0,0,0
17.0,0,90,0,0,0,0,0,0,0
33.0,0,90,0,0,1,0,0,0,0
24.0,0,90,0,1,0,0,0,0,0
36.0,0,90,0,0,1,0,0,0,0
45.0,0,90,0,0,1,0,1,0,0
23.0,0,90,0,0,0,0,0,0,0
39.0,0,90,0,0,1,0,0,0,0
38.0,0,90,0,0,1,0,0,0,0
25.0,0,90,0,0,0,0,0,0,0
55.0,0,90,0,0,1,0,0,0,0
16.0,0,90,0,1,0,0,0,0,0
34.0,0,90,0,0,0,0,0,1,0
50.0,0,90,0,0,1,0,0,0,0
15.0,0,90,0,0,1,0,0,0,0
18.0,0,90,0,0,0,0,0,1,0
23.0,0,90,0,0,1,0,1,0,0
34.0,0,90,0,0,1,0,0,0,0
61.0,1,91,0,0,0,0,0,0,0
65.0,0,91,0,0,1,0,0,0,0
25.0,1,91,0,0,0,0,0,0,0
60.0,0,91,0,1,0,0,0,0,0
59.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,1,0,1,0,0
48.0,0,91,0,0,1,0,0,0,1
42.0,0,91,0,0,1,0,1,0,0
25.0,0,91,0,0,1,0,1,0,0
21.0,0,91,0,0,0,0,0,0,0
40.0,0,91,0,0,0,0,0,0,0
75.0,0,91,0,0,0,0,0,0,0
26.0,0,91,0,0,0,0,0,0,0
95.0,0,91,0,0,1,0,0,0,0
28.0,0,91,0,1,0,0,0,0,0
37.0,0,91,0,0,1,0,0,0,0
135.0,0,91,0,0,1,0,0,0,0
90.0,0,91,0,0,0,0,0,0,0
35.0,0,91,0,0,1,0,0,0,1
50.0,0,91,0,0,0,0,0,0,0
13.0,0,91,0,0,1,0,0,0,1
35.0,0,91,0,0,0,0,0,1,0
38.0,0,91,0,0,0,0,0,0,0
125.0,1,91,0,0,0,0,0,0,0
29.0,0,91,0,0,1,0,0,0,1
40.0,0,91,0,0,0,0,0,0,0
100.0,0,91,0,0,0,0,0,1,0
65.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,1,0,0,0,1
11.0,0,86,0,0,0,0,0,0,0
22.0,1,86,0,0,0,0,0,0,0
24.0,0,86,0,0,1,0,0,0,0
13.0,0,86,0,0,1,0,0,0,0
15.0,0,86,0,0,1,0,0,0,0
49.0,0,86,0,0,1,0,0,0,0
10.0,0,86,0,0,1,0,0,0,0
16.0,0,86,0,0,1,0,0,0,0
17.0,0,86,0,0,0,0,0,0,0
17.0,0,86,0,0,0,0,0,0,0
13.0,0,86,0,0,0,0,0,0,0
12.0,0,86,0,0,0,0,0,1,0
18.0,0,86,0,1,0,0,0,0,0
11.0,0,86,0,1,0,0,0,0,0
7.0,0,86,0,0,0,0,0,1,0
28.0,0,86,0,0,1,0,0,0,0
40.0,0,86,0,0,1,0,0,0,0
14.0,0,86,0,0,0,0,0,0,0
12.0,0,86,0,0,0,0,0,1,0
24.0,0,86,0,0,1,0,0,0,1
24.0,0,86,0,0,1,0,0,0,1
17.0,0,86,0,0,1,0,0,0,1
19.0,0,86,0,0,0,0,0,0,0
19.0,0,86,0,0,0,0,0,0,0
15.0,0,90,0,0,0,0,0,1,0
27.0,0,90,0,0,0,0,0,1,0
43.0,0,90,0,0,1,0,0,0,0
16.0,0,90,0,0,0,0,0,0,0
60.0,0,90,0,0,0,0,0,0,0
30.0,0,90,0,0,1,0,0,0,0
25.0,0,90,0,0,1,0,1,0,0
81.0,0,90,0,0,0,0,0,0,0
45.0,0,90,0,0,0,0,0,0,0
26.0,0,90,0,0,0,0,0,0,0
30.0,0,90,0,0,0,0,0,0,0
24.0,0,90,0,0,0,0,0,0,0
20.0,0,90,0,0,1,0,0,0,0
19.0,0,90,0,0,1,0,0,0,0
33.0,0,90,0,0,0,0,0,0,0
53.0,0,90,0,0,1,0,0,0,0
40.0,0,89,0,0,0,0,0,0,0
13.0,0,89,0,0,1,0,0,0,0
80.0,0,89,0,0,0,0,0,0,0
38.0,0,89,0,0,1,0,1,0,0
40.0,0,89,0,0,0,0,0,0,0
23.0,0,89,0,0,1,0,0,0,0
23.0,0,88,0,0,0,0,0,0,0
25.0,0,88,0,0,1,0,0,0,0
45.0,0,88,0,0,1,0,0,0,0
37.0,0,88,0,0,1,0,0,0,0
35.0,0,88,0,0,1,0,0,0,0
24.0,0,88,0,0,1,0,0,0,0
75.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
12.0,0,88,0,0,0,0,0,0,0
48.0,0,88,0,0,0,0,0,0,0
24.0,0,88,0,0,0,0,0,0,0
75.0,0,88,0,0,1,0,0,0,0
38.0,0,88,0,0,1,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
29.0,0,88,0,0,0,0,0,0,0
49.0,0,88,0,0,0,0,0,0,0
22.0,0,88,0,0,1,0,0,0,0
24.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,1,0
27.0,0,88,0,0,1,0,0,0,0
30.0,0,88,0,0,1,0,0,0,0
16.0,0,88,0,0,1,0,0,0,0
50.0,0,88,0,0,0,0,0,0,0
26.0,0,88,0,0,1,0,0,0,0
28.0,0,88,0,0,1,0,0,0,0
100.0,0,92,0,0,0,0,0,0,0
25.0,0,87,0,0,1,0,0,0,1
26.0,0,87,0,0,1,0,0,0,1
15.0,0,87,0,0,1,0,0,0,1
14.0,0,87,0,0,1,0,0,0,0
17.0,0,87,0,0,1,0,0,0,1
45.0,0,87,0,0,1,0,0,0,0
16.0,0,87,0,0,0,0,0,0,0
17.0,0,87,0,0,1,0,0,0,1
15.0,0,87,0,0,0,0,0,0,0
15.0,0,87,0,0,0,0,0,0,0
43.0,0,87,0,0,1,0,0,0,1
30.0,0,87,0,0,1,0,0,0,0
28.0,0,87,0,0,0,0,0,0,0
39.0,0,87,0,0,1,0,0,0,0
18.0,0,87,0,0,0,0,0,0,0
48.0,0,87,0,0,1,0,0,0,0
18.0,0,87,0,0,1,0,0,0,0
22.0,0,87,0,0,1,0,0,0,0
8.0,0,87,0,0,0,0,0,1,0
85.0,0,87,0,0,1,0,0,0,0
12.0,0,87,0,0,1,0,0,0,1
24.0,0,87,0,0,1,0,0,0,0
30.0,0,91,0,0,1,0,0,0,1
42.0,0,91,0,0,0,0,0,0,0
42.0,0,91,0,0,1,0,0,0,0
43.0,0,91,0,0,0,0,0,0,0
30.0,0,91,0,0,1,0,0,0,0
125.0,0,91,0,0,1,0,0,0,0
67.0,0,91,0,0,0,0,0,0,0
75.0,0,91,0,0,1,0,0,0,0
37.0,0,91,0,0,1,0,0,0,0
30.0,0,91,0,0,1,0,0,0,1
65.0,0,91,0,0,1,0,0,0,1
70.0,0,91,0,0,1,0,1,0,0
19.0,0,91,0,0,1,0,0,0,0
20.0,0,91,0,1,0,0,0,0,0
35.0,0,91,0,1,0,0,0,0,0
20.0,0,91,0,1,0,0,0,0,0
35.0,0,91,0,0,1,0,0,0,0
32.0,0,91,1,0,0,0,0,0,0
30.0,0,91,1,0,0,0,0,0,0
46.0,0,91,0,0,1,0,0,0,0
24.0,0,91,0,0,1,0,0,0,1
50.0,0,91,0,0,1,0,0,0,0
28.0,0,91,0,1,0,0,0,0,0
35.0,0,91,0,0,0,0,0,1,0
54.0,0,91,0,0,1,0,0,0,0
80.0,0,91,0,0,1,0,0,0,0
28.0,0,91,0,0,1,0,0,0,1
45.0,0,91,0,0,0,0,0,0,0
80.0,0,91,0,0,0,0,0,0,0
75.0,0,91,0,0,1,0,0,0,0
48.0,0,91,0,0,1,0,0,0,0
24.0,0,91,0,0,1,0,0,0,0
32.0,0,91,0,0,1,0,0,0,0
50.0,0,91,0,0,0,0,0,0,0
50.0,0,91,0,0,0,0,0,0,0
40.0,0,91,0,0,0,0,0,0,0
30.0,0,91,0,0,0,0,0,0,0
14.0,0,91,0,0,1,0,0,0,0
55.0,0,91,0,0,0,0,0,0,0
50.0,0,91,0,0,1,0,0,0,0
40.0,0,91,0,0,0,0,0,0,0
65.0,0,91,0,0,0,0,0,0,0
35.0,0,91,0,0,1,0,0,0,0
55.0,0,91,0,0,0,0,0,0,0
25.0,0,91,0,0,1,0,0,0,0
108.0,0,91,0,0,0,0,0,0,0
35.0,0,91,0,0,0,0,0,1,0
50.0,0,91,0,0,1,0,0,0,0
114.0,0,91,0,0,0,0,0,1,0
36.0,0,91,0,0,1,0,0,0,0
16.0,0,91,0,0,1,0,0,0,0
98.0,0,91,0,0,1,0,0,0,0
48.0,0,91,0,0,1,0,0,0,0
25.0,0,91,0,0,0,0,0,0,0
24.0,0,91,0,0,0,0,0,0,0
60.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,1,0,0,0,0
35.0,0,91,0,0,1,0,0,0,0
40.0,0,91,0,0,1,0,0,0,0
64.0,0,94,0,0,1,0,0,0,0
59.0,0,94,0,0,1,0,0,0,0
66.0,0,94,0,0,0,0,0,1,0
44.0,0,94,0,0,0,0,0,0,0
62.0,0,94,1,0,0,0,0,0,0
35.0,0,94,0,0,1,0,0,0,1
38.0,0,94,0,0,1,0,0,0,1
60.0,0,94,0,0,1,0,0,0,1
75.0,0,94,0,0,1,0,0,0,0
70.0,0,94,0,0,1,0,0,0,1
49.0,0,93,0,0,1,0,0,0,0
55.0,0,93,0,0,1,0,0,0,0
50.0,0,93,0,0,1,0,0,0,1
65.0,0,93,0,0,1,0,0,0,0
27.0,0,93,0,0,1,0,0,0,0
45.0,0,93,0,0,1,0,0,0,1
35.0,0,93,0,0,1,0,0,0,0
36.0,0,93,0,0,1,0,0,0,0
46.0,0,93,0,0,1,0,0,0,0
45.0,0,93,0,0,0,0,0,0,0
50.0,0,93,0,0,0,0,0,1,0
65.0,0,92,0,0,1,0,0,0,0
70.0,0,91,0,0,0,0,0,0,0
23.0,0,91,0,0,0,0,0,0,0
20.0,0,91,1,0,0,0,0,0,0
100.0,0,91,0,0,1,0,0,0,0
50.0,0,91,0,0,1,0,0,0,0
50.0,0,91,0,0,1,0,0,0,0
38.0,0,91,0,0,0,0,0,1,0
29.0,0,91,0,0,0,0,0,0,0
55.0,0,91,0,0,1,0,0,0,0
18.0,0,91,0,0,1,0,0,0,0
34.0,0,91,0,0,1,0,1,0,0
31.0,0,91,0,0,0,0,0,0,0
32.0,0,91,0,0,1,0,0,0,0
62.0,0,91,0,0,1,0,0,0,0
45.0,0,91,0,0,1,0,0,0,0
25.0,0,91,0,0,1,0,1,0,0
40.0,0,91,0,0,0,0,0,0,0
40.0,0,91,0,0,1,0,0,0,0
70.0,0,91,0,0,1,0,0,0,0
75.0,0,91,0,0,1,0,0,0,0
55.0,0,91,0,0,1,0,0,0,0
38.0,0,91,0,0,1,0,0,0,0
14.0,0,91,0,0,0,0,0,0,0
24.0,0,91,0,0,1,0,0,0,0
15.0,0,91,0,0,0,0,0,0,0
22.0,0,91,0,0,0,0,0,0,0
39.0,0,91,0,0,1,0,0,0,0
44.0,0,91,0,0,1,0,0,0,0
52.0,0,91,0,0,0,0,0,0,0
20.0,0,88,0,0,0,0,0,1,0
16.0,0,88,1,0,0,0,0,0,0
13.0,1,88,0,0,0,0,0,0,0
16.0,0,88,0,0,1,0,0,0,0
45.0,0,88,0,0,1,0,0,0,1
42.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,1,0,0,0,0
16.0,0,88,1,0,0,0,0,0,0
32.0,0,88,0,0,1,0,0,0,0
32.0,0,88,0,0,0,0,0,0,0
13.0,0,88,0,0,0,0,0,0,0
39.0,0,88,0,0,1,0,0,0,0
20.0,0,88,0,0,0,0,0,1,0
55.0,0,88,0,0,1,0,0,0,1
25.0,0,88,0,0,0,0,0,0,0
40.0,1,88,0,0,0,0,0,0,0
120.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,0,0,0,1,0
14.0,0,88,0,0,0,0,0,0,0
30.0,0,88,0,0,0,0,0,1,0
24.0,0,88,0,0,1,0,0,0,0
18.0,0,88,0,0,0,0,0,0,0
14.0,0,88,0,0,0,0,0,0,0
13.0,0,86,0,0,0,0,0,1,0
19.0,0,86,0,0,0,0,0,0,0
18.0,0,86,0,0,0,0,0,0,0
44.0,0,86,0,0,0,0,0,0,0
38.0,0,86,0,0,0,0,0,1,0
11.0,1,86,0,0,0,0,0,0,0
12.0,0,86,0,0,0,0,0,0,0
19.0,0,86,0,0,1,0,0,0,0
13.0,0,86,0,0,0,0,0,1,0
11.0,0,86,0,0,0,0,0,0,0
19.0,0,86,0,0,1,0,0,0,0
65.0,0,86,0,0,1,0,0,0,0
25.0,0,86,0,0,1,0,0,0,0
14.0,0,86,0,0,1,0,0,0,0
25.0,0,86,0,0,0,0,0,0,0
32.0,0,86,0,0,1,0,0,0,0
13.0,0,86,0,0,0,0,0,0,0
15.0,0,86,0,0,0,0,0,1,0
15.0,0,86,0,0,0,0,0,0,0
28.0,0,86,0,0,0,0,0,0,0
17.0,1,86,0,0,0,0,0,0,0
30.0,0,86,0,0,0,0,0,0,0
19.0,0,86,0,0,1,0,0,0,0
58.0,0,86,0,0,1,0,0,0,0
25.0,0,86,0,0,0,0,0,0,0
16.0,0,86,0,0,1,0,0,0,0
19.0,0,90,0,0,1,0,0,0,1
22.0,0,90,0,0,1,0,0,0,1
20.0,0,90,0,1,0,0,0,0,0
35.0,0,90,0,0,1,0,0,0,1
45.0,0,90,0,0,1,0,0,0,0
40.0,0,90,0,0,1,0,0,0,0
28.0,0,90,0,0,0,0,0,0,0
15.0,0,90,0,0,0,0,0,1,0
11.0,0,90,0,0,0,0,0,0,0
18.0,0,90,0,0,0,0,0,0,0
35.0,0,90,0,0,1,0,0,0,0
22.0,0,90,0,0,0,0,0,1,0
43.0,0,90,0,0,0,0,0,0,0
40.0,0,90,0,0,0,0,0,0,0
28.0,0,90,0,0,0,0,0,0,0
35.0,0,89,0,0,1,0,0,0,1
28.0,0,89,0,0,1,0,0,0,1
26.0,0,89,0,0,1,0,0,0,0
17.0,0,89,0,0,0,0,0,0,0
17.0,0,89,0,0,0,0,0,1,0
70.0,0,89,0,0,0,0,0,0,0
28.0,0,89,0,0,0,0,0,1,0
30.0,0,89,0,1,0,0,0,0,0
38.0,0,89,0,1,0,0,0,0,0
25.0,0,89,0,1,0,0,0,0,0
19.0,0,89,0,0,0,0,0,1,0
20.0,0,89,0,0,0,0,0,1,0
35.0,0,88,0,0,1,0,0,0,1
55.0,0,88,0,0,0,0,0,0,0
18.0,0,88,0,0,1,0,0,0,1
44.0,0,88,0,0,1,0,0,0,0
36.0,0,88,0,0,1,0,0,0,0
24.0,0,88,0,0,1,0,0,0,1
30.0,0,88,0,0,0,0,0,0,0
20.0,0,88,0,0,1,0,0,0,1
22.0,0,88,0,0,1,0,0,0,0
35.0,0,88,0,0,1,0,0,0,0
75.0,0,87,0,0,1,0,0,0,0
50.0,0,87,0,0,0,0,0,0,0
19.0,1,87,0,0,0,0,0,0,0
24.0,0,87,0,0,1,0,0,0,0
30.0,0,87,0,0,0,0,0,1,0
40.0,0,87,0,0,1,0,0,0,0
50.0,0,87,0,0,1,0,0,0,0
55.0,0,87,0,0,0,0,0,0,0
22.0,0,89,0,0,0,0,0,0,0
25.0,0,89,0,0,1,0,0,0,0
28.0,0,89,0,0,1,0,0,0,0
16.0,0,89,0,0,0,0,0,1,0
30.0,0,89,0,0,1,0,0,0,0
11.0,0,89,0,0,0,0,0,0,0
25.0,0,89,0,0,0,0,0,0,0
28.0,0,89,0,0,0,0,0,0,0
15.0,0,89,0,0,0,0,0,0,0
21.0,0,89,0,1,0,0,0,0,0
20.0,0,89,0,0,0,0,0,1,0
18.0,0,89,0,1,0,0,0,0,0
24.0,0,89,0,0,0,0,0,0,0
46.0,0,89,0,0,0,0,0,0,0
19.0,0,89,0,0,0,0,0,0,0
18.0,0,89,0,0,0,0,0,1,0
21.0,0,89,0,0,0,0,0,1,0
18.0,0,89,0,0,0,0,0,0,0
45.0,0,89,0,0,1,0,1,0,0
22.0,0,89,0,0,0,0,0,1,0
13.0,0,89,0,0,0,0,0,0,0
12.0,0,89,0,0,1,0,0,0,0
16.0,0,89,0,0,0,0,0,0,0
30.0,0,89,0,0,0,0,0,0,0
15.0,0,89,0,1,0,0,0,0,0
16.0,0,89,0,1,0,0,0,0,0
22.0,0,89,0,0,1,0,1,0,0
30.0,0,89,0,0,1,0,0,0,0
44.0,0,92,0,0,0,0,0,0,0
30.0,0,92,0,0,1,0,1,0,0
27.0,0,92,1,0,0,0,0,0,0
43.0,0,92,0,0,1,0,1,0,0
40.0,0,92,0,0,1,0,0,0,0
27.0,0,92,0,0,1,0,0,0,0
26.0,0,92,0,0,1,0,0,0,0
60.0,0,92,0,0,1,0,1,0,0
22.0,0,92,0,0,0,0,0,0,0
52.0,0,92,0,0,1,0,0,0,0
36.0,0,92,0,0,1,0,0,0,0
25.0,0,92,1,0,0,0,0,0,0
48.0,0,92,0,0,1,0,0,0,0
29.0,0,92,0,0,0,0,0,0,0
44.0,0,92,0,0,1,0,0,0,0
40.0,0,92,0,0,0,0,0,0,0
100.0,0,92,0,0,0,0,0,0,0
45.0,0,92,0,0,1,0,0,0,0
25.0,0,92,0,0,1,0,0,0,0
60.0,0,92,0,0,1,0,0,0,0
38.0,0,92,0,0,1,0,0,0,0
57.0,0,92,0,0,1,0,0,0,0
40.0,0,92,0,0,1,0,1,0,0
26.0,0,92,0,0,1,0,1,0,0
45.0,0,92,0,0,1,0,0,0,0
75.0,0,92,0,0,0,0,0,0,0
40.0,0,92,0,0,1,0,1,0,0
45.0,0,92,0,0,1,0,0,0,0
170.0,0,92,0,0,0,0,0,0,0
20.0,0,92,1,0,0,0,0,0,0
20.0,0,88,0,0,1,0,0,0,0
32.0,0,88,0,0,1,0,0,0,0
18.0,0,88,0,0,0,0,0,0,0
15.0,0,88,0,0,0,0,0,0,0
22.0,0,88,0,0,1,0,0,0,0
